iso_o,Country,Time,gdp,gdp_pct,population,trade_gdp_ratio,log_gdp,log_trade_gdp_ratio,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development,TIME_PERIOD,log_gdp_pct,log_population,D_log_gdp_pct,D_log_gdp
MEX,Mexico,2004,819459227375.02,7849.67,104394131.0,52.04,27.43191048084196,3.952012653644304,Mexico,0,America,19.416666,-99.166664,Spanish,ESP,Emerging and Developing Economies,0.0,2004,8.9682264,18.463684,0.054397583,0.068048477
FSM,"Micronesia, Fed. Sts.",2004,240236000.0,2146.4,111925.0,93.72,19.29713233148409,4.540311613639595,Micronesia,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0,2004,7.6715474,11.625585,-0.018189907,-0.021402359
MDA,Moldova,2004,2598249555.9,897.18,2896023.0,132.7,21.678103807510052,4.888090941338162,Moldova,0,Europe,47.0,28.833334,Romanian,RUS,Emerging and Developing Economies,0.0,2004,6.7992563,14.878849,0.27375746,0.2712841
MNG,Mongolia,2004,1992066808.1,794.15,2508412.0,131.33,21.412438533749235,4.877713239597068,Mongolia,1,Asia,47.900002,106.86667,Mongolian,CHN,Emerging and Developing Economies,0.0,2004,6.6772723,14.735161,0.21086311,0.22211266
MAR,Morocco,2004,66114145451.01,2183.56,29953018.0,55.55,24.914648561680863,4.017283516085639,Morocco,0,Africa,34.033333,-6.8499999,Arabic,FRA,Emerging and Developing Economies,0.0,2004,7.6887116,17.215141,0.1173048,0.13043213
MOZ,Mozambique,2004,7937255565.36,400.06,19840313.0,72.05,22.794833405775773,4.277360322445531,Mozambique,0,Africa,-25.966667,32.583332,Portuguese,PRT,Emerging and Developing Economies,0.0,2004,5.9916143,16.803226,0.16416979,0.18699837
MMR,Myanmar,2004,10567354056.4,224.51,47068772.0,,23.08103527970185,,Myanmar,0,Asia,16.783333,96.166664,Burmese,GBR,Emerging and Developing Economies,0.0,2004,5.4139204,17.66712,0.0009803772,0.0095310211
NAM,Namibia,2004,6609205994.77,3403.15,1942082.0,81.86,22.611729361774835,4.405010471064257,Namibia,0,Africa,-22.566668,17.1,English,DEU,Emerging and Developing Economies,0.0,2004,8.1324568,14.479271,0.2810874,0.29384613
NRU,Nauru,2004,30587565.8,3040.51,10060.0,,17.23610413793631,,Nauru,0,Pacific,-0.53333336,166.91667,Nauruan,GBR,Emerging and Developing Economies,0.0,2004,8.0197802,9.2163229,0.21053123,0.21063232
NPL,Nepal,2004,7273938314.72,279.59,26016656.0,46.15,22.70756370323329,3.831896960948861,Nepal,1,Asia,27.700001,85.316666,Nepali,,Emerging and Developing Economies,0.0,2004,5.6333241,17.074247,0.12624598,0.13892174
NLD,Netherlands,2004,661224886143.24,40611.34,16281779.0,116.96,27.217359840030184,4.761831996001468,The Netherlands,0,Europe,52.349998,4.9000001,Dutch,,Advanced Economies,1.0,2004,10.611803,16.605556,0.12340069,0.12687492
NCL,New Caledonia,2004,5895008977.95,24475.65,240852.0,58.58,22.497371893911684,4.070393341399587,New Caledonia,0,Pacific,-22.266666,166.45,French,FRA,,1.0,2004,10.105434,12.391938,0.16426086,0.18174171
NZL,New Zealand,2004,103905210084.03,25420.23,4087500.0,58.8,25.36674487897271,4.074141854904581,New Zealand,0,Pacific,-44.283333,174.78334,English,GBR,Advanced Economies,1.0,2004,10.143301,15.223444,0.14843369,0.16329575
NIC,Nicaragua,2004,5792932838.4,1098.62,5272912.0,67.2,22.47990453541524,4.207673247529104,Nicaragua,0,America,12.1,-86.300003,Spanish,ESP,Emerging and Developing Economies,0.0,2004,7.0018101,15.478093,0.072929382,0.084745407
NER,Niger,2004,3760443737.54,283.47,13265836.0,36.96,22.047802802688143,3.609836246773484,Niger,1,Africa,13.533334,2.0833333,French,FRA,Emerging and Developing Economies,0.0,2004,5.6471062,16.400703,0.06650877,0.10250282
NGA,Nigeria,2004,135764731645.61,962.48,141057045.0,,25.634189310282192,,Nigeria,0,Africa,6.4499998,3.4666667,English,GBR,Emerging and Developing Economies,0.0,2004,6.869513,18.764675,0.23174381,0.25945282
MKD,North Macedonia,2004,5682784471.7,2818.58,2016186.0,80.87,22.46070717344984,4.392842927107731,North Macedonia,1,Europe,42.0,21.466667,Macedonian,TUR,Emerging and Developing Economies,0.0,2004,7.9439883,14.516718,0.14204073,0.13880157
NOR,Norway,2004,265268662473.3,57768.7,4591910.0,68.67,26.30400897001752,4.229312422632585,Norway,0,Europe,59.916668,10.75,Norwegian,,Advanced Economies,1.0,2004,10.964202,15.339807,0.13943005,0.14533806
OMN,Oman,2004,28378933680.1,11800.85,2404821.0,88.61,24.06891293503726,4.484244718059211,Oman,0,Asia,23.616667,58.633335,Arabic,,Emerging and Developing Economies,0.0,2004,9.375927,14.692986,0.12027454,0.13748169
PAK,Pakistan,2004,132216048339.41,771.9,171286000.0,24.81,25.60770315139425,3.21124679770371,Pakistan,0,Asia,33.666668,73.133331,Urdu,GBR,Emerging and Developing Economies,0.0,2004,6.6488552,18.958845,0.13794231,0.16262245
PLW,Palau,2004,166391600.0,8395.14,19820.0,,18.929854604307955,,Palau,0,Pacific,7.3333335,134.48334,English,GBR,Emerging and Developing Economies,0.0,2004,9.035408,9.8944464,0.065607071,0.073762894
PAN,Panama,2004,15100203400.0,4644.57,3251155.0,124.76,23.437974050875244,4.826391891739602,Panama,0,America,8.9499998,-79.5,Spanish,ESP,Emerging and Developing Economies,0.0,2004,8.4434538,14.994521,0.085335732,0.10438538
PNG,Papua New Guinea,2004,3927157866.96,620.6,6328041.0,131.08,22.09118181213152,4.8758078238306135,Papua New Guinea,0,Pacific,-9.5,147.11667,English,GBR,Emerging and Developing Economies,0.0,2004,6.430687,15.660501,0.072030544,0.10480499
PRY,Paraguay,2004,9624440836.29,1786.22,5388175.0,80.1,22.98757162050177,4.383275854074314,Paraguay,1,America,-25.25,-57.666668,Spanish,ESP,Emerging and Developing Economies,0.0,2004,7.4878569,15.499718,0.21268463,0.22420692
PER,Peru,2004,66768703497.57,2397.25,27852190.0,41.94,24.92450029718825,3.7362400254737738,Peru,0,America,-12.1,-77.050003,Spanish,ESP,Emerging and Developing Economies,0.0,2004,7.7820773,17.142422,0.11846304,0.12826538
PHL,Philippines,2004,95001999685.33,1099.63,86394504.0,87.13,25.27716377764468,4.467401256243195,Philippines,0,Asia,14.616667,120.96667,English,ESP,Emerging and Developing Economies,0.0,2004,7.0027289,18.274435,0.068107605,0.08754158
POL,Poland,2004,256268656145.13,6711.73,38182222.0,70.98,26.269492169217717,4.262398147218351,Poland,0,Europe,52.25,21.0,Polish,DEU,Emerging and Developing Economies,0.0,2004,8.8116121,17.45788,0.15974617,0.15916061
PRT,Portugal,2004,189382122532.17,18064.16,10483861.0,63.2,25.96703262323371,4.146304301152812,Portugal,0,Europe,38.733334,-9.1333332,Portuguese,,Advanced Economies,1.0,2004,9.8016853,16.165348,0.13406086,0.13645172
QAT,Qatar,2004,31734065934.07,41035.5,773332.0,90.37,24.180656575966808,4.503912353913864,Qatar,0,Asia,25.25,51.533333,Arabic,GBR,Emerging and Developing Economies,0.0,2004,10.622192,13.558464,0.26120186,0.29895401
RUS,Russian Federation,2004,591016690732.38,4102.36,144067316.0,56.58,27.10511009546368,4.035655565873421,Russia,0,Asia,55.75,37.700001,Russian,,Emerging and Developing Economies,0.0,2004,8.3193178,18.785791,0.3212781,0.31725121
RWA,Rwanda,2004,2376496067.01,269.54,8816844.0,33.46,21.58889299906641,3.510350695558678,Rwanda,1,Africa,-1.9333333,30.066668,French,BEL,Emerging and Developing Economies,0.0,2004,5.5967169,15.992174,0.079223633,0.10564613
WSM,Samoa,2004,407747565.1,2189.26,186249.0,72.53,19.82615882789637,4.284000269375321,Samoa,0,Pacific,-13.8,171.75,Samoan,DEU,Emerging and Developing Economies,0.0,2004,7.691319,12.13484,0.19682217,0.20122719
STP,Sao Tome and Principe,2004,114582283.92,726.56,157705.0,,18.556803759718644,,São Tomé and Príncipe,0,Africa,0.2,6.7166667,Portuguese,PRT,Emerging and Developing Economies,0.0,2004,6.5883212,11.968481,0.090490818,0.11548042
SAU,Saudi Arabia,2004,258742133333.33,13154.5,19669480.0,75.08,26.27909777848732,4.3185542117183084,Saudi Arabia,0,Asia,24.65,46.766666,Arabic,,Emerging and Developing Economies,0.0,2004,9.484519,16.794579,0.13552856,0.18144417
SEN,Senegal,2004,10076816666.62,918.1,10975704.0,53.66,23.0335032428292,3.982667844997478,Senegal,0,Africa,14.633333,-17.450001,French,FRA,Emerging and Developing Economies,0.0,2004,6.8223062,16.211195,0.11557817,0.13904572
SYC,Seychelles,2004,893012218.18,10827.67,82475.0,149.54,20.610110820919623,5.00756391557177,Seychelles,0,Africa,-4.6333332,55.466667,English,GBR,Emerging and Developing Economies,0.0,2004,9.2898598,11.320251,0.17710114,0.17339897
SLE,Sierra Leone,2004,2237350687.47,417.75,5355717.0,46.17,21.52855827402963,3.8323302365188976,Sierra Leone,0,Africa,8.5,-13.283334,English,GBR,Emerging and Developing Economies,0.0,2004,6.034883,15.493675,0.0094518661,0.043264389
SGP,Singapore,2004,115033593101.05,27608.08,4166664.0,401.52,25.46849003657487,5.995257345346678,Singapore,0,Asia,1.2833333,103.85,English,GBR,Advanced Economies,1.0,2004,10.225863,15.242626,0.15135193,0.16387177
SVK,Slovak Republic,2004,57215475076.3,10650.13,5372280.0,140.22,24.770090242033884,4.943212617778822,Slovak Republic,1,Europe,48.166668,17.166666,Slovak,HUN,Advanced Economies,1.0,2004,9.2733278,15.496763,0.20508099,0.20487785
SVN,Slovenia,2004,34156553313.4,17103.83,1997012.0,112.4,24.25422030245653,4.722063937459591,Slovenia,0,Europe,46.066666,14.5,Slovenian,AUT,Advanced Economies,1.0,2004,9.7470579,14.507163,0.15066147,0.15130234
SLB,Solomon Islands,2004,468005318.55,986.08,474611.0,62.81,19.963990218240426,4.140114296466289,Solomon Islands,0,Pacific,-9.4666662,159.95,English,GBR,Emerging and Developing Economies,0.0,2004,6.8937373,13.070251,0.095808029,0.11379051
ZAF,South Africa,2004,255806908594.57,5221.46,48991421.0,45.64,26.26768873352383,3.8207845249938743,South Africa,0,Africa,-25.73,28.219999,English,GBR,Emerging and Developing Economies,0.0,2004,8.5605326,17.707155,0.25104809,0.26112366
ESP,Spain,2004,1069829382514.67,24925.03,42921895.0,54.48,27.6985202960942,3.997833661841257,Spain,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0,2004,10.123628,17.574892,0.14679623,0.16405106
LKA,Sri Lanka,2004,20662525941.3,1028.62,20087605.0,79.48,23.75158755557008,4.375505417683616,Sri Lanka,0,Asia,6.9166665,79.866669,Sinhala,GBR,Emerging and Developing Economies,0.0,2004,6.9359732,16.815613,0.083329201,0.09012413
KNA,St. Kitts and Nevis,2004,506900000.0,10944.62,46315.0,,20.043824303442577,,St. Kitts and Nevis,0,America,17.283333,-62.716667,English,GBR,Emerging and Developing Economies,0.0,2004,9.3006029,10.743221,0.072852135,0.07585907
LCA,St. Lucia,2004,1066666666.67,6494.6,164239.0,,20.787804358087108,,St. Lucia,0,America,14.016666,-60.983334,English,GBR,Emerging and Developing Economies,0.0,2004,8.7787266,12.009078,0.069491386,0.077209473
VCT,St. Vincent and the Grenadines,2004,549900185.19,4873.49,112835.0,,20.125247338248307,,St. Vincent and the Grenadines,0,America,13.2,-61.233334,English,GBR,Emerging and Developing Economies,0.0,2004,8.4915657,11.633682,0.079819679,0.077110291
SDN,Sudan,2004,26646007250.73,705.11,30556637.0,30.43,24.005905154597656,3.41542896390888,Sudan,0,Africa,15.55,32.533333,Arabic,GBR,Emerging and Developing Economies,0.0,2004,6.5583539,17.235092,0.19477415,0.22134018
SUR,Suriname,2004,1484092538.41,2887.77,513923.0,,21.118069337166595,,Suriname,0,America,5.8666668,-55.233334,Dutch,NLD,Emerging and Developing Economies,0.0,2004,7.9682398,13.149829,0.13777447,0.15249252
SWE,Sweden,2004,384547211147.25,42758.2,8993531.0,78.74,26.675332404173144,4.366151285515591,Sweden,0,Europe,59.333332,18.083334,Swedish,,Advanced Economies,1.0,2004,10.663317,16.012016,0.1367712,0.14070511
CHE,Switzerland,2004,403912891033.37,54659.46,7389625.0,95.52,26.724465075405,4.559335649644292,Switzerland,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0,2004,10.908877,15.815588,0.10247326,0.10934639
SYR,Syrian Arab Republic,2004,25086950495.05,1368.11,18336875.0,78.11,23.94561364729336,4.358118089622206,Syria,0,Asia,33.5,36.316666,Arabic,FRA,Emerging and Developing Economies,0.0,2004,7.2211857,16.724424,0.11443186,0.13914871
TJK,Tajikistan,2004,2076176869.41,305.75,6790547.0,128.34,21.45379399583196,4.8546829923223696,Tajikistan,1,Asia,38.633335,68.849998,Tajik,RUS,Emerging and Developing Economies,0.0,2004,5.7227678,15.731042,0.26924324,0.28884888
TZA,Tanzania,2004,16673062473.4,450.39,38109668.0,33.61,23.53706022849786,3.5148236417370144,Tanzania,0,Africa,-6.1700001,35.740002,English,GBR,Emerging and Developing Economies,0.0,2004,6.1101141,17.455978,0.064682484,0.091743469
THA,Thailand,2004,172895685154.66,2641.56,65452047.0,127.41,25.87595427359644,4.8474102329932895,Thailand,0,Asia,13.733334,100.5,Thai,,Emerging and Developing Economies,0.0,2004,7.8791251,17.996828,0.11800194,0.12696266
TGO,Togo,2004,3191561508.69,560.27,5696508.0,57.87,21.883776135133296,4.058199115585747,Togo,0,Africa,6.1666665,1.35,French,FRA,Emerging and Developing Economies,0.0,2004,6.3284187,15.555364,0.040244102,0.065910339
TON,Tonga,2004,230678011.42,2195.45,105071.0,73.97,19.256533406161065,4.303659605599776,Tonga,0,Pacific,-21.15,-175.23334,Tongan,GBR,Emerging and Developing Economies,0.0,2004,7.6941423,11.562391,0.12574244,0.13153458
TTO,Trinidad and Tobago,2004,13280291989.58,9871.03,1345380.0,,23.309546967920152,,Trinidad and Tobago,0,America,10.633333,-61.516666,English,GBR,Emerging and Developing Economies,0.0,2004,9.1973591,14.112187,0.15602303,0.16099548
TUN,Tunisia,2004,31183885241.44,3067.42,10166163.0,86.93,24.163167299658667,4.465103197090973,Tunisia,0,Africa,36.833332,10.216666,Arabic,FRA,Emerging and Developing Economies,0.0,2004,8.0285921,16.134575,0.11805296,0.12739372
TUR,Turkiye,2004,408865430220.33,5960.78,68592617.0,48.83,26.73665191738359,3.888344878073569,Türkiye,0,Europe,39.93,32.849998,Turkish,,Emerging and Developing Economies,0.0,2004,8.6929569,18.043695,0.25094414,0.26209831
TKM,Turkmenistan,2004,6838351088.47,1379.23,4958093.0,59.32,22.645812470581948,4.082946517269732,Turkmenistan,1,Asia,37.950001,58.383335,Turkmen,RUS,Emerging and Developing Economies,0.0,2004,7.2292805,15.416532,0.11536503,0.13455391
TUV,Tuvalu,2004,22798274.98,2322.56,9816.0,,16.94219543229047,,Tuvalu,0,Pacific,-8.5,179.2,Tuvaluan,GBR,Emerging and Developing Economies,0.0,2004,7.7504253,9.1917686,0.14610863,0.15851212
UGA,Uganda,2004,7939487547.77,292.38,27154515.0,35.46,22.7951145695395,3.5684053006460617,Uganda,1,Africa,0.33333334,32.583332,English,GBR,Emerging and Developing Economies,0.0,2004,5.6780543,17.117054,0.15371752,0.1837368
UKR,Ukraine,2004,67220154164.32,1401.02,47979507.0,109.98,24.93123895267008,4.700298531079668,Ukraine,0,Europe,50.416668,30.5,Ukrainian,RUS,Emerging and Developing Economies,0.0,2004,7.244956,17.686285,0.26350451,0.25652885
ARE,United Arab Emirates,2004,147824370319.95,33376.72,4428967.0,116.62,25.719290719012573,4.75892078579401,United Arab Emirates,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0,2004,10.415614,15.303677,0.11807537,0.17295265
GBR,United Kingdom,2004,2421525082387.4,40366.89,59987905.0,50.45,28.515418656938568,3.920982746799618,United Kingdom,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0,2004,10.605765,17.909653,0.15871334,0.16440201
USA,United States,2004,12217196000000.0,41724.64,292805298.0,24.45,30.133865583440247,3.196630215920881,United States,0,America,38.867001,-77.0,English,GBR,Advanced Economies,1.0,2004,10.638847,19.495018,0.055036545,0.064291
URY,Uruguay,2004,13686329890.12,4168.66,3283148.0,61.48,23.33966335338905,4.118711918670395,Uruguay,0,America,-34.916668,-56.166668,Spanish,ESP,Emerging and Developing Economies,0.0,2004,8.33535,15.004313,0.12709808,0.12769318
UZB,Uzbekistan,2004,12030023547.88,462.17,26029350.0,76.6,23.21067132436084,4.338597076746545,Uzbekistan,1,Asia,41.266666,69.216667,Uzbek,RUS,Emerging and Developing Economies,0.0,2004,6.1359329,17.074736,0.15917587,0.17146301
VUT,Vanuatu,2004,364996869.13,1774.32,205711.0,98.71,19.71539933378395,4.5921862584297966,Vanuatu,0,Pacific,-17.75,168.3,English,GBR,Emerging and Developing Economies,0.0,2004,7.4811726,12.234227,0.12456703,0.14899445
VEN,"Venezuela, RB",2004,112451400424.96,4269.09,26340838.0,55.37,25.445786969031055,4.014037930834876,Venezuela,0,America,10.583333,-66.933334,Spanish,ESP,Emerging and Developing Economies,0.0,2004,8.3591557,17.086632,0.2790699,0.29623222
VNM,Viet Nam,2004,45427854693.26,565.45,80338971.0,133.02,24.539391293354424,4.890499492856275,Vietnam,0,Asia,21.016666,105.86667,Vietnamese,FRA,Emerging and Developing Economies,0.0,2004,6.3376217,18.201765,0.12879038,0.1384964
YEM,"Yemen, Rep.",2004,13867634371.48,627.63,22095167.0,71.85,23.35282349951537,4.274580612525034,Yemen,0,Asia,15.4,44.233334,Arabic,GBR,Emerging and Developing Economies,0.0,2004,6.4419508,16.91087,0.13401651,0.16336441
ZMB,Zambia,2004,6221110219.46,548.69,11338198.0,70.81,22.55121421964432,4.260000233663683,Zambia,1,Africa,-15.466666,28.266666,English,GBR,Emerging and Developing Economies,0.0,2004,6.3075337,16.243689,0.2065649,0.23833084
ZWE,Zimbabwe,2004,5805598867.46,469.48,12365896.0,76.04,22.48208861085101,4.331259517620229,Zimbabwe,1,Africa,-17.833334,31.049999,English,GBR,Emerging and Developing Economies,0.0,2004,6.1516256,16.330452,0.0026659966,0.013526917
